,type_sol,classe_age,classe_hauteur,classe_circonference,vigueur_pousse,plaie_collet,fissure_tronc,plaie_tronc,fissure_houppier,bois_mort_houppier,plaie_houppier,prescription_1,prescription_2,prescription_3,type_delai_1,type_delai_2,ID_ARBRE,commune,quartier,site,cote_voirie,genre_arbre,espece_arbre,situation,port_arbre,champignon_collet,insecte_collet,observation_collet,champignon_tronc,insecte_tronc,rejet_tronc,tuteurage_arbre,canisse_arbre,observation_tronc,champignon_houppier,insecte_houppier,ecorce_incluse_houppier,observation_houppier,contrainte,date_diagnostic,observation_travaux,matricule_arbre,controle,surf_permeable,date_plantation,hauteur,diametre,circonference (en cm),esperance_maintien,Long,Lat,classification_diagnostic
675,MA,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RT,RC,,b,78551-Arbres-676,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Impair,Fraxinus, Angustifolia -  - Oxycarpa 'Raywood',Alignement,SL,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,Allongement des branches,Non,2020/12/18,,12,,3.0,2019,500,19.09859317102744,30,1.0,2.071,48.901,C1
193,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RT,RC,,,b,78551-Arbres-194,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/16,,51,,4.0,2000,500,31.830988618379067,50,1.0,2.068,48.899,C1
440,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-441,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,11,,4.0,1980,800,57.29577951308232,90,2.0,2.085,48.903,C2
309,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-310,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,retirer canisse,11,,1.0,2018,500,22.281692032865347,35,1.0,2.067,48.896,C1
204,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-205,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,62,,4.0,2000,500,31.830988618379067,50,1.0,2.07,48.899,C1
373,Gr,A,H4,C4,P,RCPLC,TPF,TPLS,HPF ,HPBM ,HPLS,Tpa,,rg,,b,78551-Arbres-374,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Alnus, Glutinosa -,Alignement,L,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,2,,1.0,1990,2000,101.85916357881302,160,1.0,2.072,48.893,C2
106,Gr,J,H1,C1,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-107,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,10,,1.0,2010,500,25.464790894703256,40,1.0,2.076,48.9,C2
137,S,JA,H2,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-138,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Turgot,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/20,coté cimetière ligne électrique,15,,1.5,2010,700,28.64788975654116,45,1.0,2.068,48.902,C1
536,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-537,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,59,,4.0,1980,800,50.92958178940651,80,2.0,2.083,48.905,C2
18,S,JA,H3,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-019,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Nouveau cimetière,,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,Problème de coupe,Non,Non,Non,,Non,2020/10/16,,12,,5.0,2010,1200,47.7464829275686,75,1.0,2.065,48.902,C1
470,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-471,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,41,,4.0,1980,800,47.7464829275686,75,2.0,2.083,48.904,C2
0,P,A,H2,C2,P,RCPLNS,TPF,TPLNC,HPF ,HBMI ,HPLC,tdg,,,,b,78551-Arbres-001,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Carrefour RN13,,Betula, Alba,Groupe,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,7,,5.0,2000,1000,63.66197723675813,100,1.0,2.074,48.899,C2
430,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-431,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,1,,4.0,1980,800,63.66197723675813,100,2.0,2.086,48.902,C2
578,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HBMI ,HPLS,,,,,,78551-Arbres-579,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Axe 3 Mort 2M Nord,Non,2020/11/25,,2,,1.0,1980,600,63.66197723675813,100,1.0,2.098,48.895,C2
10,G,JA,H3,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-011,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Nouveau cimetière,,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,Autres,Non,Non,Non,,Non,2020/10/12,,2,,100.0,2010,1200,38.19718634205488,60,1.0,2.064,48.901,C1
664,MA,J,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,au,,,,b,78551-Arbres-665,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Fraxinus, Angustifolia -  - Oxycarpa 'Raywood',Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,Arbre jeune a faible avenir voir évolution dans le temps,44,,3.0,2015,500,19.09859317102744,30,1.0,2.072,48.901,C3
616,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLNC,,,,,,78551-Arbres-617,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Axe 3 Mort 2M Nord,Non,2020/11/25,,6,,1.0,1980,600,57.29577951308232,90,1.0,2.099,48.895,C2
348,Gr,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-349,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,50,,1.0,2019,600,15.915494309189532,25,1.0,2.071,48.898,C1
224,GR,A,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLNC,RC,RT,,,b,78551-Arbres-225,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,Branches cassées ,Non,2020/11/13,,26,,4.0,2000,500,25.464790894703256,40,1.0,2.066,48.9,C2
217,GR,A,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-218,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,19,,4.0,2000,500,41.38028520389279,65,1.0,2.066,48.9,C1
419,S,JA,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-420,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue de l'Aurore,Impair,Acer, campestris -  - Royal Ruby,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,11,,1.0,2010,600,41.38028520389279,65,1.0,2.072,48.894,C2
268,S,JA,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-269,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/20,,69,,1.0,2010,700,19.09859317102744,30,1.0,2.075,48.897,C1
277,Gr,J,H1,C1,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-278,Saint Germain en Laye,Quartier 6 - Hôpital,Rue du Docteur Jean Paul Lamare,Impair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,1,,1.0,2010,500,31.830988618379067,50,1.0,2.079,48.899,C2
393,Gr,JA,H2,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-394,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Carpinus, Betulus - L. -  ,Alignement,L,Non,Non, Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,22,,1.0,2010,800,38.19718634205488,60,1.0,2.072,48.895,C2
171,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-172,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,Branches cassées ,Non,2020/11/16,,27,,4.0,2000,500,31.830988618379067,50,1.0,2.066,48.9,C1
584,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPPL,rg,,,,b,78551-Arbres-585,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,8,,1.0,1980,600,50.92958178940651,80,1.0,2.098,48.895,C2
658,MA,JA,H2,C2,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-659,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,,38,,3.0,2000,700,44.563384065730695,70,3.0,2.07,48.901,C3
702,Gr,J,H1,C1,PP,RCPLNC,TPF,TPLS,HPF ,HPBM ,HPPL,RT,,,,b,78551-Arbres-703,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place de la victoire,,PhotiniaxFraseri'RedRobin',,Alignement,SL,Non,Non,Choc collet,Non,Non,Non,T1:Monopode,Non,Échaudure ,Non,Non,Non,Houppier clairsemé,Non,2020/12/18,,2,,1.0,2017,500,12.732395447351628,20,1.0,2.089,48.899,C2
33,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-034,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Tilia, Platyphyllos -  - Flamme du Vercor,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,13,,0.0,2015,400,28.64788975654116,45,3.0,2.074,48.903,C1
374,Gr,A,H4,C3,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,Tpa,trg,rg,,b,78551-Arbres-375,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Alnus, Glutinosa -,Alignement,L,Non,Non, Racine apparente,Non,Non,Oui,Non,Non,,Non,Non,Non,,Non,2020/11/19,,3,,1.0,1990,2000,82.76057040778558,130,1.0,2.072,48.893,C2
518,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-519,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,41,,4.0,1980,800,60.47887837492023,95,2.0,2.085,48.903,C2
100,Gr,J,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-101,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Président Roosevelt,Pair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,Branche déchirée,4,,1.0,2010,500,35.01408748021697,55,1.0,2.075,48.899,C2
203,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-204,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,61,,4.0,2000,500,35.01408748021697,55,1.0,2.07,48.899,C1
469,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-470,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,40,,4.0,1980,800,47.7464829275686,75,2.0,2.083,48.904,C2
370,Gr,JA,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,rg,,b,78551-Arbres-371,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Prunus, sp. -  - ,Alignement,L,Non,Non, Racine apparente,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,Échaudure,Non,2020/11/18,,21,,1.0,2010,250,41.38028520389279,65,1.0,2.072,48.895,C2
35,Gr,J,H1,C1,PP,RCPPL,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-036,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Place Christiane Frahier,,Zelkova, Carpinifolia - K. Koch -  ,Alignement,SL,Non,Non,Bidime,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/10/21,,15,,0.0,2015,400,22.281692032865347,35,3.0,2.074,48.903,C1
218,GR,A,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-219,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,20,,4.0,2000,500,35.01408748021697,55,1.0,2.066,48.9,C1
357,Gr,JA,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-358,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Pair,Carpinus, Betulus - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/18,,8,,1.0,2010,500,44.563384065730695,70,1.0,2.072,48.894,C1
697,CS,A,H4,C6,PP,RCPLNC,TPF,TPLS,HPF ,HBMI ,HPLS,ab,,,,a,78551-Arbres-698,Saint Germain en Laye,Quartier 7 - Debussy - Schnapper,Bois Schnapper,,Acer, Pseudoplatanus - L. -  ,Bosquet,L,Oui,Non,Fructification ganoderme,Non,Non,Non,Non,Non,Lierre,Non,Non,Non,Lierre,Oui,2020/12/15,accès difficile,9,,100.0,1990,2000,190.9859317102744,300,4.0,2.088,48.888,C5
52,GR,A,H1,C2,P,RCPPL,TPF,TPLC,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-053,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,RN13,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/13,,38,,4.0,2000,500,38.19718634205488,60,1.0,2.069,48.9,C1
684,S,JA,H2,C1,PP,RCPPL,TPF,TPLS,HPF ,HBMI ,HPLS,,,,,,78551-Arbres-685,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Bastiat,Impair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,,9,,1.0,2000,700,31.830988618379067,50,3.0,2.072,48.902,C3
202,MA,A,H1,C1,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-203,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Oui,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,60,,4.0,2000,500,31.830988618379067,50,1.0,2.069,48.899,C1
169,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-170,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,Branches cassées ,Non,2020/11/16,,25,,4.0,2000,500,35.01408748021697,55,1.0,2.066,48.9,C1
548,Gr,A,H1,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-549,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Rue de Gramont,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,8,,1.0,2000,500,38.19718634205488,60,1.0,2.097,48.896,C2
600,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-601,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,24,,1.0,1980,600,50.92958178940651,80,1.0,2.098,48.896,C2
403,S,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-404,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Prunus, sp. -  - ,Alignement,L,Non,Non,,Non,Non,Non,Non,Non,Échaudure ,Non,Non,Non,,Non,2020/11/19,,32,,1.0,2000,400,60.47887837492023,95,1.0,2.073,48.895,C2
446,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-447,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,17,,4.0,1980,800,60.47887837492023,95,2.0,2.085,48.903,C2
91,S,JA,H2,C1,P,RCPLNC,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-092,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,24,,1.5,2010,700,25.464790894703256,40,1.0,2.066,48.901,C2
88,S,JA,H2,C1,P,RCPLNC,TPF,TPLNC,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-089,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,21,,1.5,2010,700,31.830988618379067,50,1.0,2.066,48.901,C2
164,MA,A,H1,C2,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,RC,RT,,,b,78551-Arbres-165,Saint Germain en Laye,Quartier 3 - Lycée International,RN13,Impair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,T2:Bipode,Oui,,Non,Non,Non,,Non,2020/11/16,,20,,4.0,2000,500,35.01408748021697,55,1.0,2.065,48.9,C1
240,TV,A,H4,C4,D,RCPPL,TPF,TPLNC,HPF ,HBMU ,HPLNC,tsbm,,,,a,78551-Arbres-241,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Lycée Internationnal,,Juglans, Nigra - L. - ,Isolé,L,Non,Non,,Non,Non,Non,Non,Non,Cavité ouverte ,Non,Non,Non,Cavité ouverte,Oui,2020/07/27,Ou abattage,1,,100.0,1960,1600,120.95775674984046,190,4.0,2.061,48.894,C4
659,MA,A,H2,C2,PP,RCPPL,TPF,TPLNC,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-660,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,Pair,Acer, Platanoides -   - Columnare,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,Plaie longitudinale ,Non,Non,Non,Affaiblissement physiologique important,Non,2020/12/16,,39,,3.0,2000,700,47.7464829275686,75,2.0,2.07,48.901,C2
482,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-483,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/23,,5,,4.0,1980,800,47.7464829275686,75,2.0,2.087,48.902,C2
282,Gr,J,H1,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-283,Saint Germain en Laye,Quartier 6 - Hôpital,Rue du Docteur Jean Paul Lamare,Impair,Ostrya, Carpinifolia - Scop. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/22,,6,,1.0,2010,500,25.464790894703256,40,1.0,2.079,48.899,C1
93,S,JA,H2,C1,P,RCPLC,TPF,TPLS,HPF ,HPBM ,HPPL,tfo,,,,b,78551-Arbres-094,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Rue Pereire,,Corylus, Colurna - L. -  ,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/19,coté cimetière ligne électrique,26,,1.5,2010,700,28.64788975654116,45,1.0,2.066,48.901,C1
629,Gr,A,H2,C2,P,RCPLC,TPF,TPLC,HPF ,HPBM ,HPLS,rg,,,,b,78551-Arbres-630,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Avenue Gambetta,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/25,,19,,1.0,1980,600,57.29577951308232,90,1.0,2.099,48.896,C2
705,Gr,J,H1,C1,D,RCPPL,TPF,TPPL,HPF ,HPBM ,HPPL,RT,,,,b,78551-Arbres-706,Saint Germain en Laye,Quartier 1 - Cœur de Ville et Quatier forestier,Place de la victoire,,PhotiniaxFraseri'RedRobin',,Alignement,SL,Non,Non,Racine apparente,Non,Non,Non,T1:Monopode,Non,,Non,Non,Non,Houppier clairsemé,Non,2020/12/18,,5,,1.0,2017,500,12.732395447351628,20,3.0,2.089,48.899,C2
341,Gr,J,H2,C1,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,RC,,,b,78551-Arbres-342,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Angustifolia - L. - Raywood,Alignement,L,Non,Non,,Non,Non,Non,Non,Oui,,Non,Non,Non,,Non,2020/11/18,,43,,1.0,2019,600,15.915494309189532,25,1.0,2.07,48.898,C1
271,Gr,JA,H2,C2,P,RCPPL,TPF,TPPL,HPF ,HPBM ,HPLS,tfo,,,,b,78551-Arbres-272,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Rue Saint-Leger,Impair,Fraxinus, Americana -  - Autumn Applause,Alignement,SL,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/10/20,,72,,1.0,2010,700,38.19718634205488,60,1.0,2.076,48.897,C1
404,S,A,H1,C4,P,RCPPL,TPF,TPLS,HPF ,HPBM ,HPLS,ab,,,,b,78551-Arbres-405,Saint Germain en Laye,Quartier 4 - Rotondes - St Léger,Avenue Saint-Fiacre,Impair,Prunus, sp. -  - ,Alignement,L,Oui,Non,Phellin du fruitier,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/19,,33,,1.0,2000,400,117.77465788800257,185,3.0,2.073,48.895,C5
501,MA,A,H2,C2,P,RCPLS,TPF,TPLS,HPF ,HPBM ,HPLS,,,,,,78551-Arbres-502,Saint Germain en Laye,Quartier 2 - Alsace - Pereire,Avenue du Maréchal Foch,Pair,Tilia, Europaea -  - Pallida,Alignement,R5,Non,Non,,Non,Non,Non,Non,Non,,Non,Non,Non,,Non,2020/11/24,,24,,4.0,1980,800,60.47887837492023,95,2.0,2.086,48.903,C2
